,Dominant_Topic,Topic_Perc_Contrib,Keywords
76,2.0,0.9193000197410583,"line, organization, write, get, article, bike, go, make, good, time"
77,0.0,0.9480999708175659,"god, say, people, think, christian, believe, know, reason, write, evidence"
78,1.0,0.6248000264167786,"team, game, hockey, play, year, win, player, nhl, line, wing"
79,1.0,0.7017999887466431,"team, game, hockey, play, year, win, player, nhl, line, wing"
80,1.0,0.8529000282287598,"team, game, hockey, play, year, win, player, nhl, line, wing"
81,0.0,0.9031000137329102,"god, say, people, think, christian, believe, know, reason, write, evidence"
82,0.0,0.9408000111579895,"god, say, people, think, christian, believe, know, reason, write, evidence"
83,2.0,0.6147000193595886,"line, organization, write, get, article, bike, go, make, good, time"
84,1.0,0.6830000281333923,"team, game, hockey, play, year, win, player, nhl, line, wing"
85,2.0,0.8312000036239624,"line, organization, write, get, article, bike, go, make, good, time"
86,1.0,0.4966000020503998,"team, game, hockey, play, year, win, player, nhl, line, wing"
87,1.0,0.9945999979972839,"team, game, hockey, play, year, win, player, nhl, line, wing"
88,0.0,0.9259999990463257,"god, say, people, think, christian, believe, know, reason, write, evidence"
89,0.0,0.8112999796867371,"god, say, people, think, christian, believe, know, reason, write, evidence"
90,2.0,0.9042999744415283,"line, organization, write, get, article, bike, go, make, good, time"
91,0.0,0.9325000047683716,"god, say, people, think, christian, believe, know, reason, write, evidence"
92,2.0,0.9358000159263611,"line, organization, write, get, article, bike, go, make, good, time"
93,2.0,0.46630001068115234,"line, organization, write, get, article, bike, go, make, good, time"
94,0.0,0.9945999979972839,"god, say, people, think, christian, believe, know, reason, write, evidence"
95,0.0,0.8389999866485596,"god, say, people, think, christian, believe, know, reason, write, evidence"
96,0.0,0.870199978351593,"god, say, people, think, christian, believe, know, reason, write, evidence"
97,2.0,0.7339000105857849,"line, organization, write, get, article, bike, go, make, good, time"
98,2.0,0.9043999910354614,"line, organization, write, get, article, bike, go, make, good, time"
99,1.0,0.9973999857902527,"team, game, hockey, play, year, win, player, nhl, line, wing"
100,0.0,0.6833000183105469,"god, say, people, think, christian, believe, know, reason, write, evidence"
101,2.0,0.4959999918937683,"line, organization, write, get, article, bike, go, make, good, time"
102,0.0,0.9240000247955322,"god, say, people, think, christian, believe, know, reason, write, evidence"
103,2.0,0.9229999780654907,"line, organization, write, get, article, bike, go, make, good, time"
104,2.0,0.9031999707221985,"line, organization, write, get, article, bike, go, make, good, time"
105,1.0,0.6309999823570251,"team, game, hockey, play, year, win, player, nhl, line, wing"
106,0.0,0.9258999824523926,"god, say, people, think, christian, believe, know, reason, write, evidence"
107,0.0,0.6297000050544739,"god, say, people, think, christian, believe, know, reason, write, evidence"
108,0.0,0.8831999897956848,"god, say, people, think, christian, believe, know, reason, write, evidence"
109,2.0,0.576200008392334,"line, organization, write, get, article, bike, go, make, good, time"
110,0.0,0.6254000067710876,"god, say, people, think, christian, believe, know, reason, write, evidence"
111,1.0,0.5699999928474426,"team, game, hockey, play, year, win, player, nhl, line, wing"
112,0.0,0.9745000004768372,"god, say, people, think, christian, believe, know, reason, write, evidence"
113,0.0,0.5884000062942505,"god, say, people, think, christian, believe, know, reason, write, evidence"
114,2.0,0.8636999726295471,"line, organization, write, get, article, bike, go, make, good, time"
115,0.0,0.9487000107765198,"god, say, people, think, christian, believe, know, reason, write, evidence"
116,1.0,0.573199987411499,"team, game, hockey, play, year, win, player, nhl, line, wing"
117,0.0,0.9724000096321106,"god, say, people, think, christian, believe, know, reason, write, evidence"
118,0.0,0.9937999844551086,"god, say, people, think, christian, believe, know, reason, write, evidence"
119,0.0,0.9857000112533569,"god, say, people, think, christian, believe, know, reason, write, evidence"
120,0.0,0.9833999872207642,"god, say, people, think, christian, believe, know, reason, write, evidence"
121,1.0,0.7096999883651733,"team, game, hockey, play, year, win, player, nhl, line, wing"
122,0.0,0.8370000123977661,"god, say, people, think, christian, believe, know, reason, write, evidence"
123,2.0,0.8532000184059143,"line, organization, write, get, article, bike, go, make, good, time"
124,0.0,0.8953999876976013,"god, say, people, think, christian, believe, know, reason, write, evidence"
125,2.0,0.6782000064849854,"line, organization, write, get, article, bike, go, make, good, time"
126,0.0,0.9343000054359436,"god, say, people, think, christian, believe, know, reason, write, evidence"
127,2.0,0.8446999788284302,"line, organization, write, get, article, bike, go, make, good, time"
128,0.0,0.9757000207901001,"god, say, people, think, christian, believe, know, reason, write, evidence"
129,0.0,0.9943000078201294,"god, say, people, think, christian, believe, know, reason, write, evidence"
130,0.0,0.8600999712944031,"god, say, people, think, christian, believe, know, reason, write, evidence"
131,0.0,0.9294999837875366,"god, say, people, think, christian, believe, know, reason, write, evidence"
132,1.0,0.7746999859809875,"team, game, hockey, play, year, win, player, nhl, line, wing"
133,2.0,0.8145999908447266,"line, organization, write, get, article, bike, go, make, good, time"
134,2.0,0.9075999855995178,"line, organization, write, get, article, bike, go, make, good, time"
135,2.0,0.8327999711036682,"line, organization, write, get, article, bike, go, make, good, time"
136,2.0,0.9096999764442444,"line, organization, write, get, article, bike, go, make, good, time"
137,2.0,0.930899977684021,"line, organization, write, get, article, bike, go, make, good, time"
138,1.0,0.7979999780654907,"team, game, hockey, play, year, win, player, nhl, line, wing"
139,1.0,0.49810001254081726,"team, game, hockey, play, year, win, player, nhl, line, wing"
140,2.0,0.5163999795913696,"line, organization, write, get, article, bike, go, make, good, time"
141,0.0,0.835099995136261,"god, say, people, think, christian, believe, know, reason, write, evidence"
142,0.0,0.9325000047683716,"god, say, people, think, christian, believe, know, reason, write, evidence"
143,0.0,0.9003000259399414,"god, say, people, think, christian, believe, know, reason, write, evidence"
144,2.0,0.9591000080108643,"line, organization, write, get, article, bike, go, make, good, time"
145,2.0,0.9092000126838684,"line, organization, write, get, article, bike, go, make, good, time"
146,0.0,0.5771999955177307,"god, say, people, think, christian, believe, know, reason, write, evidence"
147,1.0,0.7164999842643738,"team, game, hockey, play, year, win, player, nhl, line, wing"
148,2.0,0.7506999969482422,"line, organization, write, get, article, bike, go, make, good, time"
149,2.0,0.4894999861717224,"line, organization, write, get, article, bike, go, make, good, time"
150,1.0,0.5202999711036682,"team, game, hockey, play, year, win, player, nhl, line, wing"
151,2.0,0.5253999829292297,"line, organization, write, get, article, bike, go, make, good, time"
152,1.0,0.48489999771118164,"team, game, hockey, play, year, win, player, nhl, line, wing"
153,2.0,0.9908999800682068,"line, organization, write, get, article, bike, go, make, good, time"
154,0.0,0.8391000032424927,"god, say, people, think, christian, believe, know, reason, write, evidence"
155,1.0,0.9878000020980835,"team, game, hockey, play, year, win, player, nhl, line, wing"
156,1.0,0.5922999978065491,"team, game, hockey, play, year, win, player, nhl, line, wing"
157,1.0,0.7523999810218811,"team, game, hockey, play, year, win, player, nhl, line, wing"
158,0.0,0.8873000144958496,"god, say, people, think, christian, believe, know, reason, write, evidence"
159,2.0,0.8057000041007996,"line, organization, write, get, article, bike, go, make, good, time"
160,1.0,0.897599995136261,"team, game, hockey, play, year, win, player, nhl, line, wing"
161,2.0,0.7459999918937683,"line, organization, write, get, article, bike, go, make, good, time"
162,1.0,0.7603999972343445,"team, game, hockey, play, year, win, player, nhl, line, wing"
163,2.0,0.7605000138282776,"line, organization, write, get, article, bike, go, make, good, time"
164,0.0,0.6085000038146973,"god, say, people, think, christian, believe, know, reason, write, evidence"
165,0.0,0.9217000007629395,"god, say, people, think, christian, believe, know, reason, write, evidence"
166,2.0,0.8062999844551086,"line, organization, write, get, article, bike, go, make, good, time"
167,0.0,0.5221999883651733,"god, say, people, think, christian, believe, know, reason, write, evidence"
168,0.0,0.942300021648407,"god, say, people, think, christian, believe, know, reason, write, evidence"
169,0.0,0.8288000226020813,"god, say, people, think, christian, believe, know, reason, write, evidence"
170,1.0,0.5544000267982483,"team, game, hockey, play, year, win, player, nhl, line, wing"
171,0.0,0.47040000557899475,"god, say, people, think, christian, believe, know, reason, write, evidence"
172,0.0,0.934499979019165,"god, say, people, think, christian, believe, know, reason, write, evidence"
173,2.0,0.9186999797821045,"line, organization, write, get, article, bike, go, make, good, time"
174,2.0,0.8968999981880188,"line, organization, write, get, article, bike, go, make, good, time"
175,0.0,0.38040000200271606,"god, say, people, think, christian, believe, know, reason, write, evidence"
176,2.0,0.921500027179718,"line, organization, write, get, article, bike, go, make, good, time"
177,1.0,0.5884000062942505,"team, game, hockey, play, year, win, player, nhl, line, wing"
178,1.0,0.4970000088214874,"team, game, hockey, play, year, win, player, nhl, line, wing"
179,2.0,0.8475000262260437,"line, organization, write, get, article, bike, go, make, good, time"
180,2.0,0.44760000705718994,"line, organization, write, get, article, bike, go, make, good, time"
181,2.0,0.7620999813079834,"line, organization, write, get, article, bike, go, make, good, time"
182,0.0,0.9848999977111816,"god, say, people, think, christian, believe, know, reason, write, evidence"
183,2.0,0.6992999911308289,"line, organization, write, get, article, bike, go, make, good, time"
184,1.0,0.7903000116348267,"team, game, hockey, play, year, win, player, nhl, line, wing"
185,0.0,0.9121999740600586,"god, say, people, think, christian, believe, know, reason, write, evidence"
186,0.0,0.8838000297546387,"god, say, people, think, christian, believe, know, reason, write, evidence"
187,1.0,0.5583999752998352,"team, game, hockey, play, year, win, player, nhl, line, wing"
188,0.0,0.829200029373169,"god, say, people, think, christian, believe, know, reason, write, evidence"
189,1.0,0.6327000260353088,"team, game, hockey, play, year, win, player, nhl, line, wing"
190,0.0,0.899399995803833,"god, say, people, think, christian, believe, know, reason, write, evidence"
191,0.0,0.9085000157356262,"god, say, people, think, christian, believe, know, reason, write, evidence"
192,2.0,0.3944000005722046,"line, organization, write, get, article, bike, go, make, good, time"
193,0.0,0.5577999949455261,"god, say, people, think, christian, believe, know, reason, write, evidence"
194,0.0,0.8453999757766724,"god, say, people, think, christian, believe, know, reason, write, evidence"
195,1.0,0.7978000044822693,"team, game, hockey, play, year, win, player, nhl, line, wing"
196,1.0,0.6671000123023987,"team, game, hockey, play, year, win, player, nhl, line, wing"
197,2.0,0.8115000128746033,"line, organization, write, get, article, bike, go, make, good, time"
198,0.0,0.7236999869346619,"god, say, people, think, christian, believe, know, reason, write, evidence"
199,2.0,0.7652999758720398,"line, organization, write, get, article, bike, go, make, good, time"
200,1.0,0.5120999813079834,"team, game, hockey, play, year, win, player, nhl, line, wing"
201,1.0,0.7368999719619751,"team, game, hockey, play, year, win, player, nhl, line, wing"
202,0.0,0.9811000227928162,"god, say, people, think, christian, believe, know, reason, write, evidence"
203,2.0,0.8593999743461609,"line, organization, write, get, article, bike, go, make, good, time"
204,1.0,0.6793000102043152,"team, game, hockey, play, year, win, player, nhl, line, wing"
205,2.0,0.722000002861023,"line, organization, write, get, article, bike, go, make, good, time"
206,1.0,0.8104000091552734,"team, game, hockey, play, year, win, player, nhl, line, wing"
207,1.0,0.4440000057220459,"team, game, hockey, play, year, win, player, nhl, line, wing"
208,1.0,0.6154999732971191,"team, game, hockey, play, year, win, player, nhl, line, wing"
209,2.0,0.9121999740600586,"line, organization, write, get, article, bike, go, make, good, time"
210,0.0,0.9247000217437744,"god, say, people, think, christian, believe, know, reason, write, evidence"
211,1.0,0.6779999732971191,"team, game, hockey, play, year, win, player, nhl, line, wing"
212,2.0,0.6557999849319458,"line, organization, write, get, article, bike, go, make, good, time"
213,0.0,0.9182999730110168,"god, say, people, think, christian, believe, know, reason, write, evidence"
214,2.0,0.8119999766349792,"line, organization, write, get, article, bike, go, make, good, time"
215,1.0,0.5648999810218811,"team, game, hockey, play, year, win, player, nhl, line, wing"
216,0.0,0.8314999938011169,"god, say, people, think, christian, believe, know, reason, write, evidence"
217,2.0,0.6499999761581421,"line, organization, write, get, article, bike, go, make, good, time"
218,0.0,0.9398999810218811,"god, say, people, think, christian, believe, know, reason, write, evidence"
219,0.0,0.9523000121116638,"god, say, people, think, christian, believe, know, reason, write, evidence"
220,2.0,0.7839000225067139,"line, organization, write, get, article, bike, go, make, good, time"
221,0.0,0.9172999858856201,"god, say, people, think, christian, believe, know, reason, write, evidence"
222,1.0,0.5559999942779541,"team, game, hockey, play, year, win, player, nhl, line, wing"
223,2.0,0.8471999764442444,"line, organization, write, get, article, bike, go, make, good, time"
224,2.0,0.861299991607666,"line, organization, write, get, article, bike, go, make, good, time"
225,1.0,0.5792999863624573,"team, game, hockey, play, year, win, player, nhl, line, wing"
226,2.0,0.6061999797821045,"line, organization, write, get, article, bike, go, make, good, time"
227,2.0,0.8540999889373779,"line, organization, write, get, article, bike, go, make, good, time"
228,2.0,0.9556000232696533,"line, organization, write, get, article, bike, go, make, good, time"
229,0.0,0.894599974155426,"god, say, people, think, christian, believe, know, reason, write, evidence"
230,2.0,0.9700000286102295,"line, organization, write, get, article, bike, go, make, good, time"
231,2.0,0.913100004196167,"line, organization, write, get, article, bike, go, make, good, time"
232,0.0,0.9761000275611877,"god, say, people, think, christian, believe, know, reason, write, evidence"
233,2.0,0.8205000162124634,"line, organization, write, get, article, bike, go, make, good, time"
234,1.0,0.7455000281333923,"team, game, hockey, play, year, win, player, nhl, line, wing"
235,2.0,0.8371999859809875,"line, organization, write, get, article, bike, go, make, good, time"
236,2.0,0.9531999826431274,"line, organization, write, get, article, bike, go, make, good, time"
237,0.0,0.8388000130653381,"god, say, people, think, christian, believe, know, reason, write, evidence"
238,0.0,0.9280999898910522,"god, say, people, think, christian, believe, know, reason, write, evidence"
239,2.0,0.9088000059127808,"line, organization, write, get, article, bike, go, make, good, time"
240,1.0,0.713100016117096,"team, game, hockey, play, year, win, player, nhl, line, wing"
241,1.0,0.6887999773025513,"team, game, hockey, play, year, win, player, nhl, line, wing"
242,2.0,0.8598999977111816,"line, organization, write, get, article, bike, go, make, good, time"
243,2.0,0.9836999773979187,"line, organization, write, get, article, bike, go, make, good, time"
244,2.0,0.5593000054359436,"line, organization, write, get, article, bike, go, make, good, time"
245,2.0,0.9010999798774719,"line, organization, write, get, article, bike, go, make, good, time"
246,2.0,0.890500009059906,"line, organization, write, get, article, bike, go, make, good, time"
247,2.0,0.5446000099182129,"line, organization, write, get, article, bike, go, make, good, time"
248,1.0,0.5824999809265137,"team, game, hockey, play, year, win, player, nhl, line, wing"
249,1.0,0.48350000381469727,"team, game, hockey, play, year, win, player, nhl, line, wing"
250,1.0,0.6858000159263611,"team, game, hockey, play, year, win, player, nhl, line, wing"
251,0.0,0.4738999903202057,"god, say, people, think, christian, believe, know, reason, write, evidence"
252,2.0,0.5467000007629395,"line, organization, write, get, article, bike, go, make, good, time"
253,1.0,0.5619999766349792,"team, game, hockey, play, year, win, player, nhl, line, wing"
254,0.0,0.8346999883651733,"god, say, people, think, christian, believe, know, reason, write, evidence"
255,0.0,0.9172000288963318,"god, say, people, think, christian, believe, know, reason, write, evidence"
256,2.0,0.9240999817848206,"line, organization, write, get, article, bike, go, make, good, time"
257,0.0,0.942300021648407,"god, say, people, think, christian, believe, know, reason, write, evidence"
258,1.0,0.6324999928474426,"team, game, hockey, play, year, win, player, nhl, line, wing"
259,1.0,0.5751000046730042,"team, game, hockey, play, year, win, player, nhl, line, wing"
260,1.0,0.7206000089645386,"team, game, hockey, play, year, win, player, nhl, line, wing"
261,0.0,0.974399983882904,"god, say, people, think, christian, believe, know, reason, write, evidence"
262,0.0,0.993399977684021,"god, say, people, think, christian, believe, know, reason, write, evidence"
263,2.0,0.8718000054359436,"line, organization, write, get, article, bike, go, make, good, time"
264,0.0,0.92330002784729,"god, say, people, think, christian, believe, know, reason, write, evidence"
265,2.0,0.786899983882904,"line, organization, write, get, article, bike, go, make, good, time"
266,1.0,0.6256999969482422,"team, game, hockey, play, year, win, player, nhl, line, wing"
267,1.0,0.7592999935150146,"team, game, hockey, play, year, win, player, nhl, line, wing"
268,1.0,0.5407999753952026,"team, game, hockey, play, year, win, player, nhl, line, wing"
269,2.0,0.7549999952316284,"line, organization, write, get, article, bike, go, make, good, time"
270,0.0,0.9613999724388123,"god, say, people, think, christian, believe, know, reason, write, evidence"
271,1.0,0.5113000273704529,"team, game, hockey, play, year, win, player, nhl, line, wing"
272,2.0,0.429500013589859,"line, organization, write, get, article, bike, go, make, good, time"
273,0.0,0.963100016117096,"god, say, people, think, christian, believe, know, reason, write, evidence"
274,2.0,0.857200026512146,"line, organization, write, get, article, bike, go, make, good, time"
275,0.0,0.9538000226020813,"god, say, people, think, christian, believe, know, reason, write, evidence"
276,0.0,0.9473999738693237,"god, say, people, think, christian, believe, know, reason, write, evidence"
277,2.0,0.8389000296592712,"line, organization, write, get, article, bike, go, make, good, time"
278,0.0,0.8148000240325928,"god, say, people, think, christian, believe, know, reason, write, evidence"
279,1.0,0.47920000553131104,"team, game, hockey, play, year, win, player, nhl, line, wing"
280,2.0,0.8421000242233276,"line, organization, write, get, article, bike, go, make, good, time"
281,2.0,0.6780999898910522,"line, organization, write, get, article, bike, go, make, good, time"
282,2.0,0.9153000116348267,"line, organization, write, get, article, bike, go, make, good, time"
283,1.0,0.6123999953269958,"team, game, hockey, play, year, win, player, nhl, line, wing"
284,1.0,0.5026000142097473,"team, game, hockey, play, year, win, player, nhl, line, wing"
285,2.0,0.9276999831199646,"line, organization, write, get, article, bike, go, make, good, time"
286,0.0,0.9550999999046326,"god, say, people, think, christian, believe, know, reason, write, evidence"
287,2.0,0.8956999778747559,"line, organization, write, get, article, bike, go, make, good, time"
288,1.0,0.6269000172615051,"team, game, hockey, play, year, win, player, nhl, line, wing"
289,1.0,0.5701000094413757,"team, game, hockey, play, year, win, player, nhl, line, wing"
290,2.0,0.921500027179718,"line, organization, write, get, article, bike, go, make, good, time"
291,2.0,0.8417999744415283,"line, organization, write, get, article, bike, go, make, good, time"
292,0.0,0.7268000245094299,"god, say, people, think, christian, believe, know, reason, write, evidence"
293,2.0,0.8468000292778015,"line, organization, write, get, article, bike, go, make, good, time"
294,2.0,0.6736000180244446,"line, organization, write, get, article, bike, go, make, good, time"
295,2.0,0.9657999873161316,"line, organization, write, get, article, bike, go, make, good, time"
296,2.0,0.7355999946594238,"line, organization, write, get, article, bike, go, make, good, time"
297,2.0,0.9336000084877014,"line, organization, write, get, article, bike, go, make, good, time"
298,0.0,0.8971999883651733,"god, say, people, think, christian, believe, know, reason, write, evidence"
299,2.0,0.8726999759674072,"line, organization, write, get, article, bike, go, make, good, time"
300,2.0,0.7907000184059143,"line, organization, write, get, article, bike, go, make, good, time"
301,0.0,0.9132999777793884,"god, say, people, think, christian, believe, know, reason, write, evidence"
302,2.0,0.7799000144004822,"line, organization, write, get, article, bike, go, make, good, time"
303,2.0,0.7907000184059143,"line, organization, write, get, article, bike, go, make, good, time"
304,1.0,0.5778999924659729,"team, game, hockey, play, year, win, player, nhl, line, wing"
305,2.0,0.8029999732971191,"line, organization, write, get, article, bike, go, make, good, time"
306,2.0,0.4542999863624573,"line, organization, write, get, article, bike, go, make, good, time"
307,2.0,0.5633000135421753,"line, organization, write, get, article, bike, go, make, good, time"
308,2.0,0.8948000073432922,"line, organization, write, get, article, bike, go, make, good, time"
309,1.0,0.7382000088691711,"team, game, hockey, play, year, win, player, nhl, line, wing"
310,1.0,0.6437000036239624,"team, game, hockey, play, year, win, player, nhl, line, wing"
311,2.0,0.8166999816894531,"line, organization, write, get, article, bike, go, make, good, time"
312,1.0,0.6510999798774719,"team, game, hockey, play, year, win, player, nhl, line, wing"
313,1.0,0.6134999990463257,"team, game, hockey, play, year, win, player, nhl, line, wing"
314,0.0,0.5764999985694885,"god, say, people, think, christian, believe, know, reason, write, evidence"
315,1.0,0.48730000853538513,"team, game, hockey, play, year, win, player, nhl, line, wing"
316,0.0,0.9639000296592712,"god, say, people, think, christian, believe, know, reason, write, evidence"
317,2.0,0.5472000241279602,"line, organization, write, get, article, bike, go, make, good, time"
318,1.0,0.39329999685287476,"team, game, hockey, play, year, win, player, nhl, line, wing"
319,1.0,0.4490000009536743,"team, game, hockey, play, year, win, player, nhl, line, wing"
320,1.0,0.5669999718666077,"team, game, hockey, play, year, win, player, nhl, line, wing"
321,2.0,0.48660001158714294,"line, organization, write, get, article, bike, go, make, good, time"
322,2.0,0.7639999985694885,"line, organization, write, get, article, bike, go, make, good, time"
323,2.0,0.8910999894142151,"line, organization, write, get, article, bike, go, make, good, time"
324,0.0,0.5299999713897705,"god, say, people, think, christian, believe, know, reason, write, evidence"
325,2.0,0.8220000267028809,"line, organization, write, get, article, bike, go, make, good, time"
326,2.0,0.6414999961853027,"line, organization, write, get, article, bike, go, make, good, time"
327,0.0,0.6104999780654907,"god, say, people, think, christian, believe, know, reason, write, evidence"
328,2.0,0.492000013589859,"line, organization, write, get, article, bike, go, make, good, time"
329,1.0,0.6678000092506409,"team, game, hockey, play, year, win, player, nhl, line, wing"
330,0.0,0.6269999742507935,"god, say, people, think, christian, believe, know, reason, write, evidence"
331,0.0,0.9837999939918518,"god, say, people, think, christian, believe, know, reason, write, evidence"
332,2.0,0.9775999784469604,"line, organization, write, get, article, bike, go, make, good, time"
333,1.0,0.7243000268936157,"team, game, hockey, play, year, win, player, nhl, line, wing"
334,1.0,0.9435999989509583,"team, game, hockey, play, year, win, player, nhl, line, wing"
335,0.0,0.8895000219345093,"god, say, people, think, christian, believe, know, reason, write, evidence"
336,0.0,0.9552000164985657,"god, say, people, think, christian, believe, know, reason, write, evidence"
337,2.0,0.6869000196456909,"line, organization, write, get, article, bike, go, make, good, time"
338,0.0,0.972000002861023,"god, say, people, think, christian, believe, know, reason, write, evidence"
339,0.0,0.9801999926567078,"god, say, people, think, christian, believe, know, reason, write, evidence"
340,0.0,0.7182000279426575,"god, say, people, think, christian, believe, know, reason, write, evidence"
341,1.0,0.5873000025749207,"team, game, hockey, play, year, win, player, nhl, line, wing"
